dbn,district,name,telephone,address,Postcode,Borough,url,Latitude,Longitude,2016_student_count,2016_testers_count,2016_offers_count,2017_student_count,2017_testers_count,2017_offers_count,2018_student_count,2018_testers_count,2018_offers_count,2019_student_count,2019_testers_count,2019_offers_count,2020_student_count,2020_testers_count,2020_offers_count,2021_student_count,2021_testers_count,2021_offers_count
06M278,6.0,Paula Hedbavny School,917-521-2060,"421 W 219Th St, New York, NY 10034",10034.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9502,40.871245,-73.912141,21.0,21.0,0.0,68.0,28.0,0.0,65.0,24.0,9.0,67.0,20.0,0.0,71.0,20.0,0.0,65.0,20.0,0.0
06M293,6.0,City College Academy of the Arts,212-567-3164,"4600 Broadway, New York, NY 10040",10040.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9504,40.86079,-73.930672,16.0,16.0,0.0,78.0,8.0,0.0,89.0,13.0,0.0,80.0,0.0,0.0,91.0,11.0,0.0,87.0,9.0,0.0
06M311,6.0,Amistad Dual Language School,212-544-8021,"4862 Broadway, New York, NY 10034",10034.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9505,40.866706,-73.923948,18.0,18.0,0.0,52.0,20.0,0.0,36.0,12.0,0.0,49.0,16.0,0.0,52.0,15.0,0.0,45.0,14.0,0.0
06M319,6.0,M.S. 319 - Maria Teresa,212-923-3827,"21 Jumel Place, New York, NY 10032",10032.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9508,40.839305,-73.936159,18.0,18.0,0.0,194.0,23.0,0.0,147.0,27.0,0.0,119.0,15.0,0.0,147.0,7.0,0.0,108.0,0.0,0.0
06M322,6.0,Middle School 322,212-304-0853,"4600 Broadway, New York, NY 10040",10040.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9509,40.86079,-73.930672,0.0,0.0,0.0,103.0,9.0,0.0,121.0,22.0,0.0,170.0,9.0,0.0,135.0,7.0,0.0,104.0,8.0,0.0
06M324,6.0,M.S. 324 - Patria Mirabal,212-923-4057,"21 Jumel Place, New York, NY 10032",10032.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9510,40.839305,-73.936159,26.0,26.0,0.0,162.0,20.0,0.0,149.0,20.0,0.0,137.0,47.0,0.0,143.0,20.0,0.0,89.0,15.0,0.0
06M328,6.0,Community Math & Science Prep,917-521-2508,"401 West 164 Street, New York, NY 10032",10032.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9511,40.836536,-73.937159,7.0,7.0,0.0,101.0,0.0,0.0,94.0,9.0,0.0,90.0,8.0,0.0,71.0,8.0,0.0,56.0,6.0,0.0
06M346,6.0,Community Health Academy of the Heights,212-342-6600,"504 West 158Th Street, New York, NY 10032",10032.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9513,40.833687,-73.942072,0.0,0.0,0.0,92.0,0.0,0.0,94.0,16.0,0.0,100.0,0.0,0.0,93.0,0.0,0.0,94.0,0.0,0.0
06M348,6.0,Washington Heights Expeditionary Learning School,212-781-0524,"511 West 182Nd Street, New York, NY 10033",10033.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9514,40.848908,-73.930948,0.0,0.0,0.0,84.0,10.0,0.0,87.0,6.0,0.0,86.0,0.0,0.0,80.0,0.0,0.0,85.0,6.0,0.0
06M349,6.0,Harbor Heights,212-568-6052,"306 Fort Washington Avenue, New York, NY 10033",10033.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9518,40.845469,-73.940468,0.0,0.0,0.0,67.0,0.0,0.0,63.0,0.0,0.0,75.0,0.0,0.0,53.0,0.0,0.0,44.0,0.0,0.0
06M366,6.0,Washington Heights Academy,212-304-3320,"202 Sherman Ave, New York, NY 10034",10034.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9519,40.865384,-73.92114,0.0,0.0,0.0,50.0,12.0,0.0,55.0,15.0,0.0,54.0,10.0,0.0,61.0,17.0,0.0,55.0,16.0,0.0
06M528,6.0,I.S. 528 Bea Fuller Rodgers School,212-740-4900,"180 Wadsworth Avenue, New York, NY 10033",10033.0,Manhattan,https://www.myschools.nyc/en/schools/middle-school/9530,40.85051,-73.934485,7.0,7.0,0.0,61.0,0.0,0.0,75.0,0.0,0.0,57.0,0.0,0.0,86.0,0.0,0.0,80.0,7.0,0.0
07X005,7.0,P.S. 5 Port Morris,718-292-2683,"564 Jackson Avenue, Bronx, NY 10455",10455.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9575,40.813728,-73.908886,0.0,0.0,0.0,91.0,15.0,0.0,71.0,8.0,0.0,97.0,17.0,0.0,94.0,9.0,0.0,81.0,0.0,0.0
07X029,7.0,P.S./M.S. 029 Melrose School,718-292-3785,"758 Courtlandt Avenue, Bronx, NY 10451",10451.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9584,40.821515,-73.917279,16.0,16.0,0.0,95.0,25.0,0.0,82.0,10.0,0.0,96.0,6.0,0.0,85.0,12.0,0.0,89.0,0.0,0.0
07X031,7.0,P.S./M.S. 031 The William Lloyd Garrison,718-292-4397,"250 East 156 Street, Bronx, NY 10451",10451.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9594,40.82316,-73.921631,8.0,8.0,0.0,80.0,12.0,0.0,78.0,9.0,0.0,85.0,0.0,0.0,69.0,20.0,0.0,84.0,12.0,0.0
07X151,7.0,J.H.S. 151 Lou Gehrig,718-292-0260,"250 East 156 Street, Bronx, NY 10451",10451.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9603,40.82316,-73.921631,11.0,11.0,0.0,90.0,9.0,0.0,92.0,0.0,0.0,91.0,0.0,0.0,85.0,6.0,0.0,61.0,0.0,0.0
07X221,7.0,South Bronx Preparatory: A College Board School,718-292-2211,"360 East 145 Street, Bronx, NY 10454",10454.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9616,40.813983,-73.920782,10.0,10.0,0.0,98.0,0.0,0.0,97.0,8.0,0.0,101.0,0.0,0.0,86.0,7.0,0.0,87.0,0.0,0.0
07X223,7.0,The Laboratory School of Finance and Technology: X223,718-585-8202,"360 East 145 Street, Bronx, NY 10454",10454.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9618,40.813983,-73.920782,18.0,18.0,0.0,98.0,8.0,0.0,99.0,18.0,0.0,98.0,10.0,0.0,79.0,12.0,0.0,110.0,0.0,0.0
07X224,7.0,Science School for Exploration and Discovery,718-665-9804,"345 Brook Avenue, Bronx, NY 10454",10454.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9619,40.81004,-73.917792,11.0,11.0,0.0,130.0,14.0,0.0,129.0,0.0,0.0,132.0,16.0,0.0,96.0,8.0,0.0,85.0,0.0,0.0
07X296,7.0,South Bronx Academy for Applied Media,718-401-0059,"778 Forest Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9624,40.818874,-73.905927,6.0,6.0,0.0,107.0,11.0,0.0,85.0,6.0,0.0,97.0,38.0,0.0,66.0,12.0,0.0,69.0,11.0,0.0
07X298,7.0,Academy of Public Relations,718-665-8866,"778 Forest Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9625,40.818874,-73.905927,22.0,22.0,0.0,94.0,23.0,0.0,84.0,9.0,0.0,91.0,0.0,0.0,90.0,26.0,0.0,79.0,27.0,0.0
07X343,7.0,Academy of Applied Mathematics and Technology,718-292-3883,"345 Brook Avenue, Bronx, NY 10454",10454.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9627,40.81004,-73.917792,25.0,25.0,0.0,101.0,25.0,0.0,95.0,31.0,0.0,102.0,21.0,0.0,99.0,9.0,0.0,101.0,23.0,0.0
07X500,7.0,Hostos-Lincoln Academy of Science,718-402-5640,"600 Saint Ann'S Avenue, Bronx, NY 10455",10455.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9638,40.815498,-73.91224,11.0,11.0,0.0,68.0,0.0,0.0,57.0,0.0,0.0,67.0,12.0,0.0,46.0,0.0,0.0,49.0,9.0,0.0
07X551,7.0,The Urban Assembly Bronx Academy of Letters,718-401-4891,"339 Morris Avenue, Bronx, NY 10451",10451.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9643,40.813641,-73.925313,0.0,0.0,0.0,81.0,10.0,0.0,81.0,0.0,0.0,87.0,14.0,0.0,83.0,0.0,0.0,66.0,0.0,0.0
07X584,7.0,I.S. 584,718-742-2900,"600 Saint Ann'S Avenue, Bronx, NY 10455",10455.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9644,40.815498,-73.91224,,,,,,,106.0,10.0,0.0,99.0,6.0,0.0,85.0,12.0,0.0,80.0,6.0,0.0
08X071,8.0,P.S. 071 Rose E. Scala,718-822-5351,"3040 Roberts Avenue, Bronx, NY 10461",10461.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9702,40.845787,-73.829829,73.0,73.0,0.0,194.0,94.0,6.0,177.0,96.0,0.0,172.0,54.0,7.0,156.0,58.0,0.0,173.0,59.0,0.0
08X101,8.0,M.S. X101 Edward R. Byrne,718-829-6372,"2750 Lafayette Avenue, Bronx, NY 10465",10465.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9716,40.827471,-73.829753,80.0,80.0,17.0,163.0,85.0,23.0,147.0,66.0,7.0,176.0,84.0,19.0,183.0,105.0,22.0,160.0,86.0,17.0
08X123,8.0,J.H.S. 123 James M. Kieran,718-328-2105,"1025 Morrison Avenue, Bronx, NY 10472",10472.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9722,40.825403,-73.873666,17.0,17.0,0.0,116.0,15.0,0.0,88.0,11.0,0.0,129.0,24.0,0.0,146.0,13.0,0.0,137.0,20.0,0.0
08X131,8.0,J.H.S. 131 Albert Einstein,718-991-7490,"885 Bolton Avenue, Bronx, NY 10473",10473.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9726,40.823526,-73.859662,23.0,23.0,0.0,150.0,10.0,0.0,159.0,22.0,0.0,166.0,19.0,0.0,143.0,21.0,0.0,160.0,18.0,0.0
08X269,8.0,Bronx Studio School for Writers and Artists,718-893-5158,"928 Simpson Street, Bronx, NY 10459",10459.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9739,40.820579,-73.893128,0.0,0.0,0.0,95.0,0.0,0.0,85.0,0.0,0.0,98.0,7.0,0.0,90.0,0.0,0.0,87.0,0.0,0.0
08X301,8.0,M.S. 301 Paul L. Dunbar,718-585-2950,"890 Cauldwell Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9742,40.822474,-73.907194,0.0,0.0,0.0,81.0,0.0,0.0,78.0,0.0,0.0,108.0,10.0,0.0,69.0,0.0,0.0,59.0,23.0,0.0
08X302,8.0,M.S. 302 Luisa Dessus Cruz,718-901-3520,"681 Kelly Street, Bronx, NY 10455",10455.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9743,40.815429,-73.902139,19.0,19.0,0.0,166.0,26.0,0.0,166.0,13.0,0.0,185.0,36.0,0.0,186.0,34.0,0.0,147.0,17.0,0.0
08X337,8.0,The School for Inquiry and Social Justice,718-860-4181,"1025 Morrison Avenue, Bronx, NY 10472",10472.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9751,40.825403,-73.873666,37.0,37.0,0.0,184.0,67.0,0.0,157.0,39.0,0.0,169.0,48.0,6.0,165.0,46.0,0.0,153.0,43.0,0.0
08X367,8.0,"Archimedes Academy for Math, Science and Technology Applications",718-617-5046,"456 White Plains Road, Bronx, NY 10473",10473.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9755,40.814833,-73.85658,29.0,29.0,0.0,86.0,24.0,0.0,97.0,30.0,0.0,105.0,16.0,0.0,81.0,20.0,0.0,77.0,14.0,0.0
08X371,8.0,Urban Institute of Mathematics,718-823-6042,"650 Hollywood Avenue, Bronx, NY 10465",10465.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9756,40.826526,-73.818417,20.0,20.0,0.0,115.0,30.0,0.0,112.0,39.0,0.0,129.0,36.0,0.0,127.0,27.0,0.0,127.0,40.0,0.0
08X375,8.0,The Bronx Mathematics Preparatory School,718-542-5063,"456 White Plains Road, Bronx, NY 10473",10473.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9757,40.814833,-73.85658,14.0,14.0,0.0,95.0,13.0,0.0,73.0,17.0,0.0,83.0,13.0,0.0,70.0,12.0,0.0,79.0,14.0,0.0
08X376,8.0,Antonia Pantoja Preparatory Academy: A College Board School,718-824-3152,"1980 Lafayette Avenue, Bronx, NY 10473",10473.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9759,40.82229,-73.856167,16.0,16.0,0.0,61.0,10.0,0.0,47.0,9.0,0.0,89.0,16.0,0.0,53.0,12.0,0.0,58.0,19.0,0.0
08X424,8.0,The Hunts Point School,718-328-1972,"730 Bryant Avenue, Bronx, NY 10474",10474.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9763,40.815455,-73.88577,10.0,10.0,0.0,99.0,6.0,0.0,110.0,0.0,0.0,105.0,0.0,0.0,101.0,0.0,0.0,84.0,12.0,0.0
08X448,8.0,Soundview Academy for Culture and Scholarship,718-991-4027,"885 Bolton Avenue, Bronx, NY 10473",10473.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9765,40.823526,-73.859662,21.0,21.0,0.0,123.0,20.0,0.0,121.0,19.0,0.0,133.0,21.0,0.0,126.0,26.0,0.0,130.0,19.0,0.0
08X467,8.0,Mott Hall Community School,718-829-3254,"650 Hollywood Avenue, Bronx, NY 10465",10465.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9767,40.826526,-73.818417,16.0,16.0,0.0,123.0,27.0,0.0,115.0,21.0,0.0,127.0,18.0,0.0,126.0,23.0,0.0,121.0,19.0,0.0
08X562,8.0,Blueprint Middle School,718-822-2780,"1111 Pugsley Avenue, Bronx, NY 10472",10472.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9772,40.829232,-73.856734,35.0,35.0,0.0,119.0,38.0,0.0,95.0,29.0,0.0,240.0,87.0,0.0,243.0,90.0,6.0,190.0,46.0,0.0
09X004,9.0,P.S./M.S. 004 Crotona Park West,718-583-6655,"1701 Fulton Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9826,40.840891,-73.898166,9.0,9.0,0.0,64.0,11.0,0.0,62.0,7.0,0.0,74.0,7.0,0.0,54.0,0.0,0.0,42.0,0.0,0.0
09X022,9.0,J.H.S. 022 Jordan L. Mott,718-681-6850,"270 East 167 Street, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9833,40.833131,-73.914027,11.0,11.0,0.0,144.0,13.0,0.0,149.0,24.0,0.0,159.0,21.0,0.0,135.0,10.0,0.0,126.0,21.0,0.0
09X117,9.0,I.S. 117 Joseph H. Wade,718-583-7750,"1865 Morris Avenue, Bronx, NY 10453",10453.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9867,40.848547,-73.908416,0.0,0.0,0.0,229.0,23.0,0.0,175.0,0.0,0.0,191.0,8.0,0.0,136.0,12.0,0.0,118.0,0.0,0.0
09X128,9.0,Mott Hall III,718-842-6138,"580 Crotona Park South, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9871,40.835286,-73.900751,78.0,78.0,6.0,116.0,59.0,0.0,118.0,68.0,0.0,118.0,109.0,0.0,111.0,96.0,0.0,107.0,42.0,0.0
09X215,9.0,Kappa,718-590-5455,"3630 Third Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9885,40.833511,-73.90449,38.0,38.0,0.0,61.0,16.0,0.0,80.0,25.0,0.0,95.0,20.0,0.0,122.0,41.0,0.0,101.0,20.0,0.0
09X218,9.0,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,718-410-7230,"1220 Gerard Avenue, Bronx, NY 10452",10452.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9886,40.835847,-73.920026,54.0,54.0,0.0,83.0,59.0,0.0,97.0,63.0,0.0,118.0,46.0,0.0,113.0,57.0,0.0,106.0,31.0,0.0
09X219,9.0,I.S. 219 New Venture School,718-681-7093,"3630 Third Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9888,40.833511,-73.90449,8.0,8.0,0.0,98.0,7.0,0.0,107.0,7.0,0.0,120.0,0.0,0.0,113.0,11.0,0.0,112.0,0.0,0.0
09X229,9.0,I.S. 229 Roland Patterson,718-583-6266,"275 Harlem River Park Bridge, Bronx, NY 10453",10453.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9890,40.852536,-73.921467,14.0,14.0,0.0,88.0,6.0,0.0,83.0,0.0,0.0,79.0,6.0,0.0,86.0,9.0,0.0,72.0,6.0,0.0
09X231,9.0,Eagle Academy for Young Men,718-466-8000,"4143 Third Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9892,40.844958,-73.89705,0.0,0.0,0.0,69.0,7.0,0.0,59.0,7.0,0.0,77.0,0.0,0.0,65.0,9.0,0.0,53.0,8.0,0.0
09X232,9.0,I.S. 232,718-583-7007,"1700 Macombs Road, Bronx, NY 10453",10453.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9893,40.849532,-73.916077,32.0,32.0,0.0,184.0,34.0,0.0,171.0,41.0,0.0,170.0,29.0,0.0,170.0,31.0,0.0,147.0,8.0,0.0
09X241,9.0,The Urban Assembly School for Applied Math and Science,718-466-7800,"1595 Bathgate Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9897,40.839244,-73.901316,15.0,15.0,0.0,89.0,8.0,0.0,82.0,13.0,0.0,93.0,13.0,0.0,86.0,8.0,0.0,80.0,7.0,0.0
09X303,9.0,I.S. X303 Leadership & Community Service,718-583-5466,"1700 Macombs Road, Bronx, NY 10453",10453.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9906,40.849532,-73.916077,16.0,16.0,0.0,79.0,9.0,0.0,131.0,16.0,0.0,104.0,12.0,0.0,100.0,17.0,0.0,107.0,9.0,0.0
09X313,9.0,I.S. 313 School of Leadership Development,718-583-1736,"1600 Webster Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9908,40.840878,-73.904754,10.0,10.0,0.0,107.0,0.0,0.0,105.0,9.0,0.0,119.0,13.0,0.0,100.0,11.0,0.0,82.0,0.0,0.0
09X323,9.0,Bronx Writing Academy,718-293-9048,"270 East 167 Street, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9909,40.833131,-73.914027,24.0,24.0,0.0,156.0,60.0,0.0,158.0,29.0,0.0,163.0,10.0,0.0,136.0,16.0,0.0,95.0,9.0,0.0
09X324,9.0,Bronx Early College Academy for Teaching & Learning,718-681-8287,"250 East 164 Street, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9911,40.828696,-73.917668,21.0,21.0,0.0,77.0,11.0,0.0,65.0,13.0,0.0,99.0,0.0,0.0,58.0,13.0,0.0,58.0,0.0,0.0
09X327,9.0,Comprehensive Model School Project M.S. 327,718-294-8111,"1501 Jerome Avenue, Bronx, NY 10452",10452.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9913,40.842495,-73.916082,29.0,29.0,0.0,98.0,12.0,0.0,105.0,15.0,0.0,97.0,14.0,0.0,101.0,16.0,0.0,98.0,9.0,0.0
09X328,9.0,New Millennium Bronx Academy of the Arts,718-588-8308,"1000 Teller Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9914,40.827941,-73.914374,0.0,0.0,0.0,56.0,10.0,0.0,74.0,21.0,0.0,103.0,0.0,0.0,82.0,7.0,0.0,108.0,14.0,0.0
09X339,9.0,I.S. 339,718-583-6767,"1600 Webster Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9916,40.840878,-73.904754,7.0,7.0,0.0,179.0,30.0,0.0,172.0,27.0,0.0,173.0,0.0,0.0,187.0,17.0,0.0,125.0,25.0,0.0
09X361,9.0,The Highbridge Green School,718-410-5770,"200 West 167Th Street, Bronx, NY 10452",10452.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9919,40.838224,-73.927891,31.0,31.0,0.0,123.0,27.0,0.0,132.0,18.0,0.0,124.0,23.0,0.0,123.0,13.0,0.0,115.0,12.0,0.0
09X413,9.0,Bronx School for Medical Science,718-410-4040,"240 East 172 Street, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9925,40.840422,-73.91091,15.0,15.0,0.0,43.0,11.0,0.0,48.0,10.0,0.0,45.0,0.0,0.0,49.0,7.0,0.0,41.0,0.0,0.0
09X454,9.0,Science and Technology Academy: A Mott Hall School,718-293-4017,"250 East 164 Street, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9931,40.828696,-73.917668,40.0,40.0,0.0,153.0,44.0,0.0,155.0,35.0,0.0,166.0,38.0,0.0,153.0,52.0,0.0,137.0,40.0,0.0
09X505,9.0,"Bronx School for Law, Government and Justice",718-410-3430,"244 East 163 Street, Bronx, NY 10451",10451.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9936,40.827607,-73.918681,18.0,18.0,0.0,96.0,17.0,0.0,89.0,13.0,0.0,93.0,16.0,0.0,90.0,7.0,0.0,91.0,7.0,0.0
09X568,9.0,Young Women's Leadership School of the Bronx,718-731-2590,"1865 Morris Avenue, Bronx, NY 10453",10453.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9943,40.848547,-73.908416,16.0,16.0,0.0,77.0,33.0,0.0,76.0,30.0,0.0,75.0,34.0,0.0,85.0,31.0,0.0,71.0,7.0,0.0
09X593,9.0,South Bronx International Middle School,718-588-0341,"1000 Teller Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9945,40.827941,-73.914374,,,,,,,,,,,,,,,,63.0,0.0,0.0
09X594,9.0,New Pathways Academy,718-588-8349,"1000 Teller Avenue, Bronx, NY 10456",10456.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/9946,40.827941,-73.914374,,,,,,,,,,59.0,0.0,0.0,80.0,0.0,0.0,88.0,8.0,0.0
10X003,10.0,P.S. 3 Raul Julia Micro Society,718-584-1899,"2100 Lafontaine Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10031,40.849897,-73.892289,13.0,13.0,0.0,28.0,14.0,0.0,49.0,13.0,0.0,31.0,8.0,0.0,28.0,6.0,0.0,41.0,7.0,0.0
10X015,10.0,P.S. X015 Institute for Environmental Learning,718-563-0473,"2195 Andrews Avenue, Bronx, NY 10453",10453.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10040,40.85881,-73.909746,28.0,28.0,0.0,67.0,44.0,0.0,56.0,27.0,0.0,57.0,31.0,0.0,57.0,34.0,0.0,63.0,27.0,0.0
10X020,10.0,"PS/MS 20 P.O.George J. Werdann, III",718-515-9370,"3050 Webster Avenue, Bronx, NY 10467",10467.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10042,40.870002,-73.878875,34.0,34.0,0.0,89.0,33.0,0.0,119.0,42.0,0.0,117.0,33.0,0.0,114.0,24.0,0.0,114.0,17.0,0.0
10X037,10.0,P.S. X037 - Multiple Intelligence School,718-796-0360,"360 West 230 Street, Bronx, NY 10463",10463.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10053,40.880263,-73.910466,11.0,11.0,0.0,68.0,9.0,0.0,70.0,6.0,0.0,45.0,10.0,0.0,62.0,12.0,0.0,64.0,6.0,0.0
10X045,10.0,Thomas C. Giordano Middle School 45,718-584-1660,"2502 Lorillard Place, Bronx, NY 10458",10458.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10055,40.858692,-73.887214,46.0,46.0,0.0,226.0,32.0,0.0,257.0,46.0,0.0,240.0,45.0,0.0,227.0,26.0,0.0,240.0,33.0,0.0
10X080,10.0,J.H.S. 080 The Mosholu Parkway,718-405-6300,"149 East Mosholu Pkwy N, Bronx, NY 10467",10467.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10066,40.876299,-73.881532,52.0,52.0,0.0,237.0,73.0,0.0,232.0,51.0,0.0,234.0,51.0,0.0,233.0,39.0,0.0,216.0,52.0,0.0
10X095,10.0,P.S. 095 Sheila Mencher,718-796-9200,"3961 Hillman Avenue, Bronx, NY 10463",10463.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10076,40.882898,-73.891256,31.0,31.0,0.0,158.0,34.0,0.0,161.0,42.0,0.0,159.0,56.0,0.0,170.0,66.0,0.0,140.0,33.0,0.0
10X118,10.0,J.H.S. 118 William W. Niles,718-584-2330,"577 East 179 Street, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10077,40.848339,-73.89308,177.0,177.0,24.0,386.0,196.0,27.0,424.0,270.0,29.0,366.0,246.0,17.0,379.0,242.0,21.0,334.0,146.0,6.0
10X141,10.0,Riverdale / Kingsbridge Academy,718-796-8516,"660 West 237 Street, Bronx, NY 10463",10463.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10078,40.888338,-73.913486,84.0,84.0,19.0,259.0,109.0,17.0,252.0,75.0,15.0,241.0,84.0,10.0,272.0,84.0,8.0,265.0,86.0,20.0
10X206,10.0,I.S. 206 Ann Mersereau,718-584-1570,"2280 Aqueduct Avenue, Bronx, NY 10468",10468.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10082,40.859686,-73.906495,9.0,9.0,0.0,75.0,6.0,0.0,69.0,8.0,0.0,74.0,9.0,0.0,73.0,7.0,0.0,96.0,10.0,0.0
10X225,10.0,Theatre Arts Production Company School,718-584-0832,"2225 Webster Avenue, Bronx, NY 10457",10457.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10089,40.854515,-73.896703,19.0,19.0,0.0,64.0,7.0,0.0,51.0,6.0,0.0,62.0,7.0,0.0,60.0,6.0,0.0,52.0,0.0,0.0
10X228,10.0,Jonas Bronck Academy,718-365-2502,"400 East Fordham Road, Bronx, NY 10458",10458.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10092,40.8609,-73.891931,52.0,52.0,0.0,89.0,58.0,0.0,90.0,64.0,0.0,91.0,62.0,0.0,88.0,61.0,0.0,88.0,49.0,0.0
10X243,10.0,West Bronx Academy for the Future,718-563-7139,"500 East Fordham Road, Bronx, NY 10458",10458.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10095,40.860043,-73.888267,12.0,12.0,0.0,91.0,18.0,0.0,95.0,18.0,0.0,86.0,12.0,0.0,97.0,14.0,0.0,91.0,0.0,0.0
10X244,10.0,The New School for Leadership and Journalism,718-601-2869,"120 West 231 Street, Bronx, NY 10463",10463.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10096,40.875916,-73.90111,99.0,99.0,0.0,280.0,73.0,0.0,270.0,91.0,0.0,291.0,76.0,0.0,270.0,67.0,0.0,252.0,75.0,0.0
10X254,10.0,I.S. 254,718-220-8700,"2452 Washington Avenue, Bronx, NY 10458",10458.0,Bronx,https://www.myschools.nyc/en/schools/middle-school/10098,40.858815,-73.890232,18.0,18.0,0.0,194.0,14.0,0.0,143.0,13.0,0.0,167.0,15.0,0.0,186.0,17.0,0.0,157.0,17.0,0.0
